Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1300
Conversion Gain:,2048
Coarse Gain:,4
Fine Gain:,1.26
Upper Discriminator:,1582
Lower Discriminator:,19
Calibration Coefficients:,2.3506120764788457E-5,0.7050701467544402,0.9207478481151286
Calibration Channels:,123,1782,910
Calibration Energies:,88.0,1332.0,662.0
Elapsed Real Time:,535.34
Elapsed Live Time:,528.2
Start Time:,March 12, 2019, 12:10:47
End Time:,March 12, 2019, 12:09:47
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,88,151,45378,33214,27,86
2,234,282,1776,327,4,183

Channel Data:
Channel,Energy,Counts
233,166.4782158320993,44
234,167.1942633372509,33
235,167.91035785464402,41
236,168.62649938427867,36
237,169.34268792615487,34
238,170.05892348027257,43
239,170.77520604663184,41
240,171.4915356252326,38
241,172.2079122160749,34
242,172.92433581915873,41
243,173.6408064344841,37
244,174.357324062051,46
245,175.0738887018594,42
246,175.79050035390938,48
247,176.50715901820087,47
248,177.22386469473386,37
249,177.9406173835084,38
250,178.65741708452447,37
251,179.37426379778208,44
252,180.0911575232812,31
253,180.80809826102185,41
254,181.52508601100405,41
255,182.24212077322775,37
256,182.959202547693,35
257,183.6763313343998,38
258,184.3935071333481,36
259,185.11072994453792,35
260,185.8279997679693,48
261,186.5453166036422,33
262,187.2626804515566,33
263,187.98009131171256,37
264,188.69754918411004,37
265,189.41505406874904,42
266,190.1326059656296,40
267,190.85020487475168,32
268,191.56785079611527,28
269,192.28554372972042,33
270,193.00328367556708,35
271,193.72107063365524,30
272,194.43890460398498,30
273,195.15678558655623,41
274,195.874713581369,34
275,196.59268858842333,33
276,197.31071060771916,28
277,198.02877963925653,34
278,198.7468956830354,35
279,199.46505873905585,41
280,200.18326880731783,16
281,200.9015258878213,31
282,201.61982998056632,14
283,202.33818108555283,20
284,203.05657920278094,34
285,203.77502433225055,28
286,204.49351647396168,29
287,205.21205562791434,39
288,205.93064179410854,28
289,206.64927497254425,21
290,207.36795516322152,28
291,208.08668236614028,37
292,208.8054565813006,31
293,209.52427780870246,30
294,210.2431460483458,37
295,210.96206130023072,26
296,211.68102356435713,32
297,212.40003284072512,28
298,213.1190891293346,27
299,213.83819243018561,34
300,214.55734274327816,21
301,215.27654006861223,24
302,215.99578440618785,23
303,216.715075756005,23
304,217.43441411806364,26
305,218.15379949236385,19
306,218.87323187890556,33
307,219.59271127768884,19
308,220.31223768871362,24
309,221.03181111197992,31
310,221.75143154748778,21
311,222.47109899523716,28
312,223.19081345522804,22
313,223.9105749274605,20
314,224.63038341193445,18
315,225.35023890864994,14
316,226.07014141760698,33
317,226.79009093880552,14
318,227.5100874722456,19
319,228.2301310179272,23
320,228.95022157585035,23
321,229.67035914601502,20
322,230.3905437284212,23
323,231.11077532306894,11
324,231.8310539299582,17
325,232.55137954908898,20
326,233.2717521804613,16
327,233.99217182407514,23
328,234.71263847993052,17
329,235.43315214802743,15
330,236.15371282836585,16
331,236.87432052094584,19
332,237.5949752257673,21
333,238.31567694283035,16
334,239.03642567213492,19
335,239.75722141368098,19
336,240.4780641674686,23
337,241.19895393349773,23
338,241.91989071176843,21
339,242.64087450228064,11
340,243.36190530503436,17
341,244.0829831200296,14
342,244.8041079472664,16
343,245.52527978674473,25
344,246.2464986384646,23
345,246.96776450242595,17
346,247.68907737862887,11
347,248.4104372670733,19
348,249.13184416775928,24
349,249.85329808068678,20
350,250.5747990058558,21
351,251.29634694326637,17
352,252.01794189291843,11
353,252.73958385481205,15
354,253.46127282894722,10
355,254.18300881532386,15
356,254.9047918139421,13
357,255.62662182480182,21
358,256.3484988479031,21
359,257.0704228832459,14
360,257.7923939308302,14
361,258.5144119906561,20
362,259.23647706272345,18
363,259.95858914703234,14
364,260.6807482435828,16
365,261.40295435237476,13
366,262.1252074734083,13
367,262.8475076066833,13
368,263.56985475219983,17
369,264.29224890995795,19
370,265.0146900799576,16
371,265.7371782621987,15
372,266.45971345668136,17
373,267.18229566340557,12
374,267.90492488237135,14
375,268.62760111357863,20
376,269.35032435702743,17
377,270.0730946127177,12
378,270.79591188064956,10
379,271.51877616082294,15
380,272.2416874532379,16
381,272.96464575789435,16
382,273.68765107479226,13
383,274.4107034039318,12
384,275.13380274531283,16
385,275.8569490989354,12
386,276.5801424647995,12
387,277.3033828429051,17
388,278.0266702332522,12
389,278.7500046358409,17
390,279.47338605067114,11
391,280.1968144777429,16
392,280.92028991705615,14
393,281.64381236861095,15
394,282.36738183240726,14
395,283.09099830844514,8
396,283.8146617967245,9
397,284.5383722972454,13
398,285.2621298100079,9
399,285.98593433501185,14
400,286.7097858722574,15
401,287.43368442174443,10
402,288.15762998347293,10
403,288.88162255744305,12
404,289.6056621436547,13
405,290.3297487421079,11
406,291.05388235280253,10
407,291.77806297573875,18
408,292.5022906109165,18
409,293.22656525833577,15
410,293.95088691799657,9
411,294.67525558989894,9
412,295.39967127404276,15
413,296.12413397042815,9
414,296.84864367905504,9
415,297.5732003999235,10
416,298.29780413303354,13
417,299.022454878385,10
418,299.747152635978,16
419,300.4718974058126,8
420,301.1966891878887,13
421,301.9215279822063,12
422,302.6464137887655,16
423,303.3713466075662,13
424,304.0963264386084,13
425,304.82135328189213,12
426,305.5464271374174,12
427,306.27154800518423,13
428,306.99671588519254,8
429,307.7219307774424,11
430,308.4471926819338,9
431,309.17250159866677,15
432,309.89785752764124,18
433,310.62326046885715,9
434,311.3487104223147,5
435,312.07420738801375,14
436,312.7997513659543,9
437,313.52534235613643,6
438,314.25098035856,6
439,314.97666537322516,10
440,315.7023974001319,8
441,316.4281764392801,12
442,317.1540024906699,12
443,317.8798755543011,6
444,318.60579563017393,9
445,319.33176271828825,9
446,320.05777681864413,11
447,320.7838379312415,13
448,321.5099460560804,7
449,322.2361011931609,7
450,322.96230334248287,8
451,323.6885525040464,11
452,324.41484867785147,7
453,325.1411918638981,13
454,325.8675820621861,8
455,326.59401927271574,10
456,327.32050349548695,9
457,328.04703473049966,10
458,328.7736129777539,12
459,329.50023823724956,14
460,330.22691050898686,9
461,330.95362979296567,9
462,331.68039608918605,12
463,332.40720939764793,6
464,333.13406971835127,12
465,333.86097705129623,11
466,334.5879313964827,9
467,335.3149327539107,11
468,336.04198112358023,17
469,336.7690765054912,12
470,337.4962188996438,10
471,338.2234083060379,7
472,338.95064472467357,7
473,339.6779281555507,9
474,340.4052585986694,10
475,341.1326360540296,6
476,341.8600605216314,10
477,342.5875320014747,10
478,343.3150504935595,7
479,344.04261599788583,10
480,344.77022851445366,9
481,345.4978880432631,9
482,346.225594584314,7
483,346.9533481376065,8
484,347.6811487031405,12
485,348.40899628091597,14
486,349.13689087093303,8
487,349.86483247319165,6
488,350.5928210876918,8
489,351.3208567144334,10
490,352.04893935341653,6
491,352.77706900464125,4
492,353.5052456681075,14
493,354.2334693438153,8
494,354.9617400317646,2
495,355.69005773195533,6
496,356.41842244438766,8
497,357.14683416906155,10
498,357.875292905977,11
499,358.6037986551339,8
500,359.33235141653233,8
501,360.0609511901724,5
502,360.78959797605387,5
503,361.51829177417693,10
504,362.24703258454156,7
505,362.9758204071476,5
506,363.7046552419953,7
507,364.43353708908444,8
508,365.16246594841516,6
509,365.8914418199874,11
510,366.62046470380113,9
511,367.3495345998564,8
512,368.07865150815326,5
513,368.8078154286916,11
514,369.5370263614715,8
515,370.2662843064928,5
516,370.9955892637558,7
517,371.72494123326027,7
518,372.45434021500625,10
519,373.1837862089938,10
520,373.9132792152228,3
521,374.64281923369344,7
522,375.3724062644055,7
523,376.10204030735923,12
524,376.8317213625544,3
525,377.56144942999106,6
526,378.2912245096693,6
527,379.02104660158903,5
528,379.75091570575034,7
529,380.4808318221532,7
530,381.2107949507975,7
531,381.9408050916834,10
532,382.6708622448108,8
533,383.40096641017976,4
534,384.13111758779024,9
535,384.86131577764223,4
536,385.59156097973573,4
537,386.3218531940708,6
538,387.05219242064743,4
539,387.7825786594655,11
540,388.5130119105252,7
541,389.2434921738263,7
542,389.97401944936905,7
543,390.7045937371533,7
544,391.4352150371791,9
545,392.16588334944635,3
546,392.89659867395517,3
547,393.6273610107055,6
548,394.3581703596974,11
549,395.08902672093086,6
550,395.8199300944058,9
551,396.5508804801222,7
552,397.28187787808025,3
553,398.01292228827975,6
554,398.7440137107208,8
555,399.47515214540346,1
556,400.20633759232754,4
557,400.9375700514932,10
558,401.66884952290036,4
559,402.4001760065491,6
560,403.1315495024393,4
561,403.8629700105711,1
562,404.5944375309444,3
563,405.3259520635592,12
564,406.0575136084156,7
565,406.7891221655135,7
566,407.52077773485286,3
567,408.25248031643383,2
568,408.9842299102563,5
569,409.7160265163203,5
570,410.4478701346259,10
571,411.1797607651729,3
572,411.91169840796147,11
573,412.6436830629916,7
574,413.37571473026327,8
575,414.1077934097765,7
576,414.83991910153117,10
577,415.5720918055274,6
578,416.30431152176516,5
579,417.0365782502445,8
580,417.7688919909653,4
581,418.5012527439277,7
582,419.23366050913154,7
583,419.96611528657695,7
584,420.69861707626393,3
585,421.4311658781924,4
586,422.1637616923624,6
587,422.8964045187739,5
588,423.629094357427,6
589,424.36183120832163,6
590,425.0946150714577,7
591,425.82744594683544,6
592,426.56032383445455,4
593,427.2932487343153,5
594,428.0262206464175,6
595,428.75923957076134,6
596,429.49230550734666,9
597,430.22541845617343,2
598,430.95857841724177,3
599,431.6917853905517,6
600,432.42503937610314,4
601,433.15834037389607,2
602,433.8916883839305,5
603,434.62508340620656,7
604,435.3585254407241,5
605,436.0920144874832,6
606,436.8255505464838,4
607,437.5591336177259,7
608,438.29276370120954,3
609,439.02644079693476,4
610,439.76016490490144,4
611,440.49393602510975,5
612,441.22775415755945,4
613,441.96161930225077,8
614,442.6955314591836,5
615,443.429490628358,5
616,444.1634968097739,5
617,444.89755000343126,6
618,445.63165020933025,5
619,446.36579742747074,6
620,447.09999165785274,5
621,447.8342329004763,4
622,448.5685211553414,11
623,449.302856422448,9
624,450.0372387017961,5
625,450.7716679933858,8
626,451.50614429721696,5
627,452.2406676132897,5
628,452.9752379416039,5
629,453.7098552821597,5
630,454.44451963495703,6
631,455.17923099999587,10
632,455.91398937727627,3
633,456.6487947667981,4
634,457.38364716856154,4
635,458.1185465825665,1
636,458.853493008813,10
637,459.588486447301,8
638,460.32352689803054,5
639,461.0586143610016,4
640,461.7937488362142,8
641,462.52893032366836,6
642,463.264158823364,4
643,463.9994343353012,1
644,464.73475685947994,4
645,465.4701263959002,3
646,466.205542944562,5
647,466.94100650546534,5
648,467.6765170786101,5
649,468.4120746639965,5
650,469.14767926162443,3
651,469.88333087149385,10
652,470.61902949360484,4
653,471.3547751279573,6
654,472.0905677745513,8
655,472.82640743338686,4
656,473.56229410446394,3
657,474.29822778778254,6
658,475.03420848334264,1
659,475.7702361911443,5
660,476.50631091118754,4
661,477.2424326434723,3
662,477.97860138799854,0
663,478.71481714476636,6
664,479.4510799137756,3
665,480.18738969502647,0
666,480.9237464885188,5
667,481.66015029425273,4
668,482.3966011122282,3
669,483.1330989424451,5
670,483.86964378490364,4
671,484.60623563960365,3
672,485.34287450654523,3
673,486.0795603857283,1
674,486.81629327715285,7
675,487.553073180819,2
676,488.2899000967267,11
677,489.0267740248759,5
678,489.76369496526667,8
679,490.50066291789886,2
680,491.2376778827727,5
681,491.974739859888,3
682,492.71184884924486,5
683,493.4490048508432,2
684,494.1862078646831,6
685,494.92345789076455,6
686,495.66075492908755,6
687,496.39809897965205,6
688,497.13549004245806,6
689,497.8729281175056,5
690,498.61041320479467,3
691,499.34794530432526,3
692,500.0855244160974,3
693,500.8231505401111,7
694,501.5608236763663,8
695,502.29854382486303,4
696,503.0363109856013,8
697,503.7741251585811,5
698,504.51198634380245,2
699,505.24989454126523,3
700,505.98784975096964,9
701,506.72585197291556,6
702,507.463901207103,6
703,508.201997453532,2
704,508.94014071220244,6
705,509.67833098311445,1
706,510.41656826626803,2
707,511.1548525616631,2
708,511.8931838692998,7
709,512.6315621891779,7
710,513.3699875212976,2
711,514.1084598656588,4
712,514.8469792222616,5
713,515.5855455911059,5
714,516.3241589721916,3
715,517.0628193655189,4
716,517.8015267710878,3
717,518.5402811888981,5
718,519.27908261895,3
719,520.0179310612435,4
720,520.7568265157785,3
721,521.495768982555,8
722,522.234758461573,7
723,522.9737949528326,2
724,523.7128784563337,1
725,524.4520089720762,3
726,525.1911865000604,4
727,525.9304110402861,3
728,526.6696825927534,5
729,527.4090011574621,4
730,528.1483667344123,2
731,528.8877793236041,4
732,529.6272389250375,6
733,530.3667455387123,4
734,531.1062991646287,5
735,531.8458998027866,8
736,532.585547453186,4
737,533.325242115827,5
738,534.0649837907096,7
739,534.8047724778336,4
740,535.5446081771992,5
741,536.2844908888062,6
742,537.0244206126549,4
743,537.764397348745,6
744,538.5044210970766,5
745,539.2444918576499,4
746,539.9846096304645,1
747,540.7247744155209,2
748,541.4649862128186,3
749,542.205245022358,2
750,542.9455508441389,4
751,543.6859036781613,4
752,544.4263035244252,5
753,545.1667503829306,3
754,545.9072442536775,3
755,546.6477851366661,3
756,547.3883730318961,4
757,548.1290079393677,5
758,548.8696898590808,2
759,549.6104187910354,4
760,550.3511947352316,3
761,551.0920176916693,4
762,551.8328876603485,5
763,552.5738046412691,2
764,553.3147686344314,6
765,554.0557796398352,1
766,554.7968376574806,7
767,555.5379426873675,1
768,556.2790947294959,3
769,557.0202937838658,2
770,557.7615398504772,5
771,558.5028329293302,5
772,559.2441730204248,5
773,559.9855601237608,4
774,560.7269942393383,5
775,561.4684753671575,5
776,562.2100035072181,1
777,562.9515786595202,6
778,563.6932008240639,4
779,564.4348700008492,1
780,565.1765861898759,2
781,565.9183493911441,3
782,566.660159604654,3
783,567.4020168304054,4
784,568.1439210683981,2
785,568.8858723186326,2
786,569.6278705811085,2
787,570.3699158558259,3
788,571.1120081427849,5
789,571.8541474419854,2
790,572.5963337534274,3
791,573.3385670771111,1
792,574.0808474130362,5
793,574.8231747612028,5
794,575.5655491216108,1
795,576.3079704942605,3
796,577.0504388791518,2
797,577.7929542762846,2
798,578.5355166856589,2
799,579.2781261072746,3
800,580.020782541132,3
801,580.7634859872309,1
802,581.5062364455713,3
803,582.2490339161533,0
804,582.9918783989766,4
805,583.7347698940416,4
806,584.4777084013481,2
807,585.2206939208961,1
808,585.9637264526857,5
809,586.7068059967169,3
810,587.4499325529895,4
811,588.1931061215037,4
812,588.9363267022594,6
813,589.6795942952566,3
814,590.4229089004954,2
815,591.1662705179756,2
816,591.9096791476974,3
817,592.6531347896607,2
818,593.3966374438656,4
819,594.140187110312,4
820,594.883783789,2
821,595.6274274799295,5
822,596.3711181831004,1
823,597.1148558985129,2
824,597.858640626167,2
825,598.6024723660624,5
826,599.3463511181996,3
827,600.0902768825782,3
828,600.8342496591985,5
829,601.5782694480602,4
830,602.3223362491634,1
831,603.0664500625081,1
832,603.8106108880944,4
833,604.5548187259222,3
834,605.2990735759915,6
835,606.0433754383024,7
836,606.7877243128547,4
837,607.5321201996487,6
838,608.2765630986842,2
839,609.0210530099612,4
840,609.7655899334798,1
841,610.5101738692398,6
842,611.2548048172414,4
843,611.9994827774844,3
844,612.7442077499692,2
845,613.4889797346952,2
846,614.2337987316629,1
847,614.9786647408722,5
848,615.723577762323,5
849,616.4685377960152,3
850,617.2135448419491,4
851,617.9585989001245,3
852,618.7036999705413,3
853,619.4488480531998,1
854,620.1940431480997,2
855,620.9392852552411,3
856,621.684574374624,6
857,622.4299105062486,1
858,623.1752936501147,6
859,623.9207238062222,4
860,624.6662009745713,3
861,625.411725155162,1
862,626.1572963479941,3
863,626.9029145530678,2
864,627.6485797703831,2
865,628.3942919999399,11
866,629.1400512417381,3
867,629.8858574957779,7
868,630.6317107620592,2
869,631.3776110405821,3
870,632.1235583313465,8
871,632.8695526343525,8
872,633.6155939496,5
873,634.361682277089,4
874,635.1078176168195,2
875,635.8539999687916,7
876,636.6002293330051,7
877,637.3465057094602,3
878,638.0928290981568,2
879,638.839199499095,3
880,639.5856169122748,4
881,640.332081337696,2
882,641.0785927753587,5
883,641.8251512252631,2
884,642.5717566874089,3
885,643.3184091617962,5
886,644.065108648425,5
887,644.8118551472954,7
888,645.5586486584074,6
889,646.3054891817609,5
890,647.052376717356,6
891,647.7993112651925,12
892,648.5462928252705,1
893,649.2933213975901,1
894,650.0403969821513,6
895,650.787519578954,3
896,651.534689187998,2
897,652.2819058092837,3
898,653.0291694428109,6
899,653.7764800885798,5
900,654.5238377465901,6
901,655.2712424168419,2
902,656.0186940993352,4
903,656.7661927940701,2
904,657.5137385010465,4
905,658.2613312202645,3
906,659.008970951724,2
907,659.7566576954249,6
908,660.5043914513674,1
909,661.2521722195515,3
910,661.9999999999771,4
911,662.7478747926442,1
912,663.495796597553,3
913,664.243765414703,3
914,664.9917812440948,7
915,665.739844085728,2
916,666.4879539396028,2
917,667.236110805719,7
918,667.9843146840768,2
919,668.7325655746762,5
920,669.4808634775171,7
921,670.2292083925996,2
922,670.9776003199236,2
923,671.726039259489,2
924,672.474525211296,2
925,673.2230581753446,3
926,673.9716381516347,3
927,674.7202651401661,4
928,675.4689391409393,1
929,676.217660153954,7
930,676.9664281792101,2
931,677.7152432167078,5
932,678.4641052664471,3
933,679.2130143284279,1
934,679.9619704026502,2
935,680.710973489114,6
936,681.4600235878194,5
937,682.2091206987662,4
938,682.9582648219546,3
939,683.7074559573846,4
940,684.456694105056,2
941,685.2059792649691,10
942,685.9553114371237,6
943,686.7046906215197,4
944,687.4541168181573,2
945,688.2035900270365,2
946,688.9531102481571,4
947,689.7026774815193,4
948,690.4522917271229,3
949,691.2019529849682,2
950,691.951661255055,3
951,692.7014165373832,0
952,693.4512188319532,5
953,694.2010681387645,2
954,694.9509644578173,3
955,695.7009077891119,0
956,696.4508981326478,6
957,697.2009354884253,3
958,697.9510198564442,8
959,698.7011512367047,6
960,699.4513296292068,10
961,700.2015550339504,1
962,700.9518274509355,1
963,701.7021468801622,3
964,702.4525133216305,1
965,703.2029267753402,3
966,703.9533872412915,1
967,704.7038947194842,2
968,705.4544492099184,4
969,706.2050507125942,3
970,706.9556992275117,4
971,707.7063947546706,2
972,708.457137294071,4
973,709.2079268457129,1
974,709.9587634095965,6
975,710.7096469857215,4
976,711.460577574088,8
977,712.2115551746961,3
978,712.9625797875456,3
979,713.7136514126368,2
980,714.4647700499694,2
981,715.2159356995436,2
982,715.9671483613594,1
983,716.7184080354166,4
984,717.4697147217154,2
985,718.2210684202557,1
986,718.9724691310375,3
987,719.7239168540609,0
988,720.4754115893259,4
989,721.2269533368321,0
990,721.9785420965801,3
991,722.7301778685696,1
992,723.4818606528007,1
993,724.2335904492733,0
994,724.9853672579874,1
995,725.7371910789429,2
996,726.4890619121401,2
997,727.2409797575788,4
998,727.9929446152589,0
999,728.7449564851805,2
1000,729.4970153673438,3
1001,730.2491212617487,2
1002,731.001274168395,5
1003,731.7534740872828,0
1004,732.5057210184121,0
1005,733.2580149617831,0
1006,734.0103559173955,1
1007,734.7627438852495,2
1008,735.515178865345,5
1009,736.2676608576819,4
1010,737.0201898622605,4
1011,737.7727658790806,1
1012,738.5253889081422,3
1013,739.2780589494454,2
1014,740.03077600299,1
1015,740.7835400687762,0
1016,741.536351146804,0
1017,742.2892092370732,1
1018,743.042114339584,2
1019,743.7950664543363,1
1020,744.5480655813301,1
1021,745.3011117205655,1
1022,746.0542048720424,0
1023,746.8073450357608,1
1024,747.5605322117208,1
1025,748.3137663999223,2
1026,749.0670476003653,0
1027,749.82037581305,3
1028,750.573751037976,4
1029,751.3271732751437,1
1030,752.0806425245527,2
1031,752.8341587862034,2
1032,753.5877220600955,1
1033,754.3413323462293,4
1034,755.0949896446045,2
1035,755.8486939552214,0
1036,756.6024452780797,3
1037,757.3562436131796,2
1038,758.1100889605209,1
1039,758.8639813201038,1
1040,759.6179206919281,1
1041,760.3719070759942,1
1042,761.1259404723016,1
1043,761.8800208808507,1
1044,762.6341483016413,1
1045,763.3883227346734,2
1046,764.142544179947,2
1047,764.8968126374622,2
1048,765.6511281072188,0
1049,766.405490589217,1
1050,767.1599000834567,2
1051,767.9143565899379,0
1052,768.6688601086607,2
1053,769.4234106396251,0
1054,770.1780081828309,0
1055,770.9326527382783,0
1056,771.6873443059673,3
1057,772.4420828858977,0
1058,773.1968684780696,3
1059,773.9517010824832,1
1060,774.706580699138,2
1061,775.4615073280347,0
1062,776.2164809691727,1
1063,776.9715016225524,0
1064,777.7265692881736,1
1065,778.4816839660363,1
1066,779.2368456561404,0
1067,779.9920543584861,3
1068,780.7473100730734,2
1069,781.5026127999023,0
1070,782.2579625389726,0
1071,783.0133592902844,0
1072,783.7688030538377,0
